backgroundImage,date,description,email,facebook,features,images,instagramLinks,location,name,pagelink,phone,price,time,website
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/15/22/52/5c3c378d078d60b3470bb301.jpeg?as=1&h=506&w=900&hash=7EA9C535537C983590C1B8E7CFD5D8AA6EC2D153,01Mar2019-17Mar2019,"★★★★★ ""Adelaide Fringe at its finest"" The Adelaidian'Fuego Carnal' has won multiple awards, endless 5 star reviews and the hearts of the people that have flocked to see the hottest show at Fringe★★★★★ 2018 saw a sell out season for this high octane spectacle of ""wild stunts, exotic beats, & mesmerising flames, packed full of magical jaw-dropping moments, fuelled by sensual choreography and a wicked sense of humour"" Scenestr.★★★★★ The Advertiser2019 will bring new heat, new surprises and a cast of world first and one off's like no other..★★★★★ ""Fuego Carnal, a fiery feat of daredevil vigour and an absolutely don't miss out, must-see show"" Rip it Up!",info@gluttony.net.au,,FeaturesEntity FacilityBarCafeFamily FriendlyKioskPublic Toilet,,https://www.facebook.com/FuegoCarnal/,"EastTerrace,Adelaide,Adelaide,SouthAustralia,5000","Fuego Carnal @ Gluttony, Adelaide Fringe",https://southaustralia.com/products/adelaide/event/fuego-carnal--gluttony-adelaide-fringe,(08) 8100 2000,From$35to$55FullPrice:$35.00to$55.00Concession:$40.00to$50.00Child:$40.00Family:$150.00CompanionCard:$0.00BankSACustomer:$37.50to$42.00Pricesmaynotbeavailableonallsessions,8:30PM-9:30PM,https://adelaidefringe.com.au/fringetix/fuego-carnal-af2019
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/12/20/00/07/5c11d67e26ab347f4d9a71ca.jpeg?as=1&h=506&w=900&hash=0F62736E714455563438BF3E8BD2A46C8C72FD52,01Mar2019-10Mar2019,"AUSTRALIAN PREMIEREEXCLUSIVE TO RCC FRINGERev. Billy & the Stop Shopping Choir are wild anti-consumerist gospel shouters, earth loving urban activists and an OBIE Award- winning radical performance community. Their strategies include cash register exorcisms, retail interventions and cell phone operas. Witness the church of the Rev. Billy for the first time ever in Australia.●   THEATRE  ●  PG  ●  USAWARNING: Contains life-saving political content.",buzz@adelaidefringe.com.au,https://www.facebook.com/RCCFringe/,"FeaturesEntity FacilityBarCafeFamily FriendlyNon SmokingParents RoomPublic ToiletRestaurantAccess With Assistance for the DisabledDisabled access available, contact operator for details",,https://www.instagram.com/rccfringe/,"NorthTerrace,BonythonHall,RCCFringe,Adelaide,Adelaide,SouthAustralia,5000",Reverend Billy & The Stop Shopping Choir:  Earthalujah!,https://southaustralia.com/products/adelaide/event/reverend-billy--the-stop-shopping-choir--earthalujah,1300 621 255,From$15to$33,6:30PM-7:30PM,https://adelaidefringe.com.au/fringetix/reverend-billy-the-stop-shopping-choir-earthalujah-af2019
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/22/22/33/5c3530083d17791c2163e995.jpeg?as=1&h=506&w=900&hash=29EEDBDF001E7BD03A1AF19DB2560A676482D3E2,01Mar2019-02Mar2019,"Internationally acclaimed hit group Boys in the Band are excited to announce they will be kicking off their brand new concert experience, “Jukebox Revolution…every record tells a story!” at the Adelaide Fringe on Friday 1 March and Saturday 2 March at The GC on Angas Street, before embarking on a huge 40 date national tour around Australia, visiting capital cities of Melbourne, Perth, Sydney and ACT plus regional towns such as Toowoomba, Wagga Wagga, Traralgon, and tonnes more!The feel-good show travels through 50 years of iconic music with hits like You’re the Voice, Hey Jude, Blame it on the Boogie, Jailhouse Rock, We Will Rock You, Staying Alive and many, many more! Four of Australia’s most talented leading men, Hugh Barrington, Keane Fletcher, Justin Rynne and Damon Grebert Wade form a powerhouse cast that’s like human nature meets Jersey Boys, and are ready to wow audiences around Australia!",info@boysintheband.com.au,https://www.facebook.com/boysinthebandlive/,"FeaturesEntity FacilityBarPublic ToiletAccess With Assistance for the DisabledDisabled access available, contact operator for details",,https://www.instagram.com/boysinthebandau/,"232AngasStreet,Adelaide,Adelaide,SouthAustralia,5000",Boys In The Band: Jukebox Revolution... Every Record Tells A Story!,https://southaustralia.com/products/adelaide/event/boys-in-the-band-jukebox-revolution-every-record-tells-a-story,(08) 8223 3884,From$27to$35,9:00PM-11:00PM,https://adelaidefringe.com.au/fringetix/jukebox-revolution-every-record-tells-a-story-af2019?venue=166%3A860
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/12/21/00/01/5c1aeb23914a45b3751cb8f7.jpeg?as=1&h=506&w=900&hash=ABDACB1D042C9C9E3BB34E3EEB8DFF4654574C7D,01Mar2019-24Mar2019,"Solo exhibitionMaking use of innumerable found objects - birds, animals and imagined critters take on an animated appearance with a mechanical, automotive aesthetic. The artworks are given a notion of functionality as the found materials carry a vestige of their former lives bringing a fresh story to the art work.",jaw@alexandrina.sa.gov.au,,FeaturesEntity FacilityCarparkFamily FriendlyNon SmokingPublic ToiletAccess With Assistance for the DisabledSuitable for guests who depend on the use of a wheelchair in a seated position at all times.AccreditationAustralian Tourism Accreditation ProgramInternet Access PointFree Wifi,,http://www.facebook.com/JustAddWaterAlexandrinaArts/,"5LaurieLane,GroundFloor,Goolwa,FleurieuPeninsula,SouthAustralia,5214",Control Has Left Me - James Stewart,https://southaustralia.com/products/fleurieu-peninsula/event/control-has-left-me---james-stewart,(08) 8555 7000,,11:00AM-4:00PM,https://www.visitalexandrina.com/see-and-do/events/event/843-control-has-left-me
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/12/20/00/09/5c11f305428abad01d035cbc.jpeg?as=1&h=506&w=900&hash=EA4FFDD6F51194034EFCEBEDB3ADE3E3B5D486F0,01Mar2019,"Australian dance music legends The Presets have been recognised worldwide for their dynamic live performances, playing hundreds of shows domestically and internationally, including key slots at renowned international music festivals such as Glastonbury, Coachella, SXSW, Exit, Melt and Splendour in the Grass. Now it’s our turn.● MUSIC  ●  18+ ● AUSTRALIA ● FREE BEFORE 9PM ● $15 AT THE DOOR AFTER 9PM ● NO PRE-SALESWARNING: Loud noises, strobe lighting and a martini.",buzz@adelaidefringe.com.au,https://www.facebook.com/RCCFringe/,"FeaturesEntity FacilityBarCafeFamily FriendlyNon SmokingParents RoomPublic ToiletRestaurantAccess With Assistance for the DisabledDisabled access available, contact operator for details",,https://www.instagram.com/rccfringe/,"NorthTerrace,BarrSmith&MathLawns,RCCFringe,Adelaide,Adelaide,SouthAustralia,5000",The Presets,https://southaustralia.com/products/adelaide/event/the-presets,1300 621 255,FREEbefore9pm.$15attheRCCFringeTIXBoxOfficeafter9pmONLY,9:00PM-11:59PM,https://rccfringe.com.au/program/
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/11/01/22/26/5bda413d4f7d1ff872fb4b46.jpeg?as=1&h=506&w=900&hash=13664691BE8ACF1A393297115F458A8E1BD13308,01Mar2019-17Mar2019,"A pop-up store that sells only one product: soap made from human fat. The profits go to a good cause, so buy a bar and free yourself from guilt (Schuld). With his site-specific performative installation, artist Julian Hetzel proposes a business model where guilt is a raw material that gets manufactured, objectified and capitalized.Sessions run every 20 minutes.",info@adelaidefestival.com.au,https://www.facebook.com/adelaidefestival/,Features,,https://www.instagram.com/adelaidefestival/,"MysteryCBDLocation,Adelaide,Adelaide,SouthAustralia",Schuldfabrik,https://southaustralia.com/products/adelaide/event/schuldfabrik,(08) 8216 4444,From$29to$29Allticketssameprice,5:00PM-9:00PM,https://secure2.bass.net.au/adelaidefestival/WebPages/Gateway/Custom.aspx?E=N&QL=S4093|VCBD|G~/WEBPAGES/Event/Dates.aspx
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/21/22/12/5c4131d9289b46022dc4e8a8.jpeg?as=1&h=506&w=900&hash=7D28FB688F1D3AE05F9ABEBD2FCF6D9E33A17DB5,01Mar2019-17Mar2019,"FRINGE WORLD 2018 Best Comedy nominee 'Odette!' is the fun, feisty, incredibly fertile cleaning lady everybody loves to love!She won't let little things like the minimum wage and an ever-expanding baby bump get in the way of her lust for life - oh no! Join her for an hour of soap opera silliness as she shakes her booty to win the heart of immaculately coiffed super star Ridge. Yes, Odette is going for gold and she wants you to come too!★★★★★ 'Marina is a brilliant actress, a fantastic singer & a complete master of the mop!' Mumble Comedy.★★★★ 'Come on down and see this excellent comedian in all of her glorious action' Fourth Wall Media.★★★★ Marina has 'a grace and playfulness that many performers would benefit from emulating' Gutter Culture.",ticketing@adelaidefringe.com.au,,Features,,,"CnrHackneyandBotanicRd,Adelaide,Adelaide,SouthAustralia,5000",Odette: Baby Daddy!,https://southaustralia.com/products/adelaide/event/odette-baby-daddy,(08) 8100 2000,From$15to$21,9:45PM-10:45PM,https://adelaidefringe.com.au/fringetix/odette-baby-daddy-af2019
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/11/01/22/29/5bda30fb9432c8ee72f29fe2.jpeg?as=1&h=506&w=900&hash=045242CD0D773470C2B1EA3429428DD01C18DBF9,01Mar2019-02Mar2019,"Paul Kelly and James Ledger will be joined by celebrated piano trio Seraphim (Anna Goldsworthy, Helen Ayres and Tim Nankervis) and singer-songwriter Alice Keath to create a unique marriage of electronics, acoustic instruments and the human voice, celebrating winged creatures from the barn owl to the nightingale, from the thornbill to the falcon, from the magpie to the swan.",info@adelaidefestival.com.au,https://www.facebook.com/adelaidefestival/,"FeaturesAccess With Assistance for the DisabledDisabled access available, contact operator for details",,https://www.instagram.com/adelaidefestival/,"128KingWilliamStreet,Adelaide,Adelaide,SouthAustralia,5000",Thirteen Ways To Look At Birds,https://southaustralia.com/products/adelaide/event/thirteen-ways-to-look-at-birds,(08) 8216 4444,From$25to$79PricesrangefromBReserveUnder30toPremium,7:30PM-8:40PM,https://secure2.bass.net.au/adelaidefestival/WebPages/Gateway/Custom.aspx?E=N&QL=S4076|VATH|G~/WEBPAGES/Event/Dates.aspx
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/10/31/22/16/5bd92ab9437febb236134ef3.jpeg?as=1&h=506&w=900&hash=C0B0E3418625D4DCAE7CD55E8407EB7D9EB4EF9E,01Mar2019-05Mar2019,"Dance theatre visionary, Meryl Tankard has choreographed and re-worked her signature one-woman piece for Natalia Ossipova, principal artist with the Royal Ballet who recently ranked among the dozen greatest female dancers of all time. A vividly emotional tour de force exploring the obsessions which drive a great artist, but can destroy a human being.",info@adelaidefestival.com.au,https://www.facebook.com/adelaidefestival/,"FeaturesAccess With Assistance for the DisabledDisabled access available, contact operator for details",,https://www.instagram.com/adelaidefestival/,"KingWilliamStreet,Adelaide,Adelaide,SouthAustralia,5000",Two Feet,https://southaustralia.com/products/adelaide/event/two-feet,(08) 8216 4444,From$45to$109PricesrangefromBReserveUnder30toAReserve,8:00PM-9:40PM,https://secure2.bass.net.au/adelaidefestival/WebPages/Gateway/Custom.aspx?E=N&QL=S4038|VDPH|G~/WEBPAGES/Event/Dates.aspx
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/09/21/04/50/5b4edf78e9a700b80737ff1b.jpeg?as=1&h=506&w=900&hash=906D5D29F466D7266978E2C25D635461B40FA2F2,01Mar2019,"The Port Lincoln Cup is one of the premier features on the Eyre Peninsula sporting calendar!The Eyre Peninsula produces some of the finest seafood and wine in the state so check out their fantastic Food and Beverage Packages for Cup Day.As usual we will be holding the popular Fashion At The Races competition with excellent prizes, including a $1000 womenswear cash prize, so come dressed to impress.Enjoy lunch with friends at the local wineries, restaurants or hotels while you are in the region for the Cup.",sue.brownrigg@plrc.com.au,www.facebook.com/TheRacesSA,"FeaturesEntity FacilityBarCafeCarparkCoach ParkingConference/Function FacilitiesFamily FriendlyKioskNon SmokingPublic TelephonePublic ToiletRestaurantAccess With Assistance for the DisabledDisabled access available, contact operator for details",,www.instagram.com.au/theracessa,"PortLincolnRacecourse,ProperBayRoad,PortLincoln,EyrePeninsula,SouthAustralia,5606",2019 Port Lincoln Cup,https://southaustralia.com/products/eyre-peninsula/event/2019-port-lincoln-cup,(08) 8682 3851,From$10to$20,10:30AM-5:00PM,http://www.plrc.com.au
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/11/01/22/23/5bda506f8bc559e425a6d798.jpeg?as=1&h=506&w=900&hash=4D58F136B99D9623FF0FB7C22FE2F914F97BE6D1,01Mar2019-05Mar2019,"PALMYRA’s creators, Bertrand Lasca and Nasi Voutas are superb clowns, but out of the clowning wells something much darker about power, ego and conflict. They invite you to step back from the news and look at what lies beneath – and beyond – civilisation. Inspired by the destruction of Syria’s historical sites, it’s a political drama that mixes fact and fiction.",info@adelaidefestival.com.au,https://www.facebook.com/adelaidefestival/,"FeaturesAccess With Assistance for the DisabledDisabled access available, contact operator for details",,https://www.instagram.com/adelaidefestival/,"39LightSquare,Adelaide,Adelaide,SouthAustralia,5000",Palmyra,https://southaustralia.com/products/adelaide/event/palmyra,(08) 8216 4444,From$25to$49PricesrangefromUnder30tostandard,9:30PM-10:35PM,https://secure2.bass.net.au/adelaidefestival/WebPages/Gateway/Custom.aspx?E=N&QL=S4058|VACA|G~/WEBPAGES/Event/Dates.aspx
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/11/05/22/38/58c0e6880777e82a037785d1.jpeg?as=1&h=506&w=900&hash=529B278A73C4E1459432CC29B786A67A3349C298,01Mar2019-05Mar2019,"'Silo Sights' - RV Basecamp Coonalpyn is an RV Fest held in Coonalpyn, SA.  Coonalpyn is home to a 30-metre high silo, which has painted by world-renowned artist Guido Van Helten (who also painted the Brim silos).The 2017 event was all about celebrating the completion of Guido's work, those who came along were some of the first people in the world to see Van Helten’s incredible silo creation.This event is now  held every two years, it will be back on 1-4 March 2019 !There is low cost RV parking, entertainment and food offerings as well as local activities & events, including night owls lawn bowls, pool party, local markets, good old country pub meals and live music nights, sporting club meals, town walks & more! Not to mention the Coonalpyn Swimming Pool is just next door!Some of the key icons on the itineraries that can be offered are Creating Coonalpyn arts tours & snail farm, bird watching  along the Coorong, Point Malcolm Lighthouse, Tailem Bend Railway Museum, Tintinara  and much more.",council@coorong.sa.gov.au,,FeaturesEntity FacilityCarparkFamily FriendlyPet Friendly - EnquirePublic Toilet,,https://www.facebook.com/silosightscoonalpyn,"MalcolmTerrace,Coonalpyn,LimestoneCoast,SouthAustralia,5265",Silo Sights - Rv Basecamp Coonalpyn,https://southaustralia.com/products/limestone-coast/event/silo-sights---rv-basecamp-coonalpyn,1300 785 277,,12:00AM-12:00AM,http://www.coorong.sa.gov.au/rvfest
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/11/05/22/40/5bda3cb271fd5dad60a50213.jpeg?as=1&h=506&w=900&hash=AC73D84CCE919C605DE9374A95E7E842A601573C,01Mar2019-16Mar2019,"Performed over two days, early environmentalist Anton Chekhov’s Uncle Vanya becomes an immersive experience that dissolves the division between audience and performers, as they move through the rooms and grounds of Hans Heyson’s magnificent historic home The Cedars, near Hahndorf. Festival experiences don’t get any more special than this.Audience numbers are strictly limited and are split into two groups for Act 2 and Act 3. It is recommended to stay locally (Hahndorf area) overnight between Day 1 and Day 2. There will be additional activities including local talks and walks included in the ticket price.",info@adelaidefestival.com.au,https://www.facebook.com/adelaidefestival/,Features,,https://www.instagram.com/adelaidefestival/,"HeysenRoad,Hahndorf,AdelaideHills,SouthAustralia,5245",Uncle Vanya,https://southaustralia.com/products/adelaide-hills/event/uncle-vanya,(08) 8216 4444,From$90to$179PricesrangefromUnder30andstandard,12:00AM-12:00AM,https://secure2.bass.net.au/adelaidefestival/WebPages/Gateway/Custom.aspx?E=N&QL=S4128|VCDR|G~/WEBPAGES/Event/Dates.aspx
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/02/09/54/5c2583fb2e809b886bdc8fa3.jpeg?as=1&h=506&w=900&hash=D12A75D71F219E2782DB3A0E14F7A9F921EA2757,02Mar2019,Join Allister in the Commander Lounge for a tasting of new release and back vintage Command Shiraz and Ashmead Cabernet. Also receive a bottle of the 2015 Command to take home as a gift!,jodhi@eldertonwines.com.au,http://facebook.com/eldertonwines,"FeaturesEntity FacilityCarparkAccess With Assistance for the DisabledDisabled access available, contact operator for detailsAccreditationAustralian Tourism Accreditation Program",,https://Instagram.com/eldertonwines,"3TanundaRoad,Nuriootpa,Barossa,SouthAustralia,5355",Command & Ashmead New Release Masterclass,https://southaustralia.com/products/barossa/event/command--ashmead-new-release-masterclass,,From$150to$150Youmustbe18yearsorovertoattendthisevent.,11:00AM-1:00PM,https://eldertonwines.com.au/product/command-ashmead-masterclass-ticket/
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/11/14/22/33/5beba792c70b773b6f5f7527.jpeg?as=1&h=506&w=900&hash=CA5D3CE85C2CEA0A7A174664B69CA1AFA93C211B,02Mar2019-27Apr2019,"As part of the Adelaide Festival, encounter the work of one Australia’s most significant contemporary artists, Sally Smart, as she makes a welcome return to Adelaide with her immersive new installation, 'The Violet Ballet'.Widely known for her large-scale, richly-coloured assemblage installations, Smart has carved out a world-renowned career that spans more than three decades. 'The Violet Ballet' extends on Smart’s distinctive practice, examining the extraordinary legacy of the Ballet Russes – in particular its macabre dance piece Chout (Tale of the Buffoon) – alongside traditional the Indonesian Wayang character Punokawan.Through textiles, costumes, dance, film and shadow puppetry, 'The Violet Ballet' presents a dynamic mise en scene that brings avant-garde performance into close conversation with the entwined legacies of colonialism and orientalism.",admin@aceopen.art,http://facebook.com/aceopensa,FeaturesAccess With Assistance for the DisabledSuitable for guests who depend on the use of a wheelchair in a seated position at all times.,,http://instagram.com/ace_open,"LionArtsCentre,NorthTerrace(WestEnd),Adelaide,Adelaide,SouthAustralia,5000","Sally Smart, The Violet Ballet",https://southaustralia.com/products/adelaide/event/sally-smart-the-violet-ballet,,,11:00AM-4:00PM,http://aceopen.art/exhibitions/the-violet-ballet/
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/17/22/21/5c3fed874902aee8537ab2f4.jpeg?as=1&h=506&w=900&hash=6ABE8F7B4AEDDCD3052CD459DF9CEA8CF6C78F3F,02Mar2019,Tickets on Sale Now!! Fiona O'Loughlin and Marc Ryan The Beautiful Bogan bringing the best of the Fringe to Mannum.Saturday March 2nd at the Mannum Club.Book now before tickets sell out.,mannumVIC@psmarion.com,,"FeaturesEntity FacilityBarAccess With Assistance for the DisabledDisabled access available, contact operator for detailsInternet Access PointFree Wifi",,,"66RandellSt,Mannum,Murraylands,SouthAustralia,5238",Fiona O'Laughlin,https://southaustralia.com/products/murraylands/event/fiona-olaughlin,(08) 8569 1010,From$30.00to$39.00,8:30PM-11:30PM,http://www.trybooking.com/BAFYX}
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/10/31/22/16/5bd909eeff45c3103cc6adbf.jpeg?as=1&h=506&w=900&hash=5E091388E6A5081AD6F3F65CEC7E032965F476A4,02Mar2019,"Free Opening Night outdoor concert combining 130 years of stunning National Geographic footage on giant screens with music from Hans Zimmer’s company Bleeding Fingers. Hearing it performed live by the Adelaide Festival Orchestra and chorus will be an unforgettable experience for you and your family, a fitting and celebratory opening to the 2019 Adelaide Festival. Elder Park",info@adelaidefestival.com.au,https://www.facebook.com/adelaidefestival/,"FeaturesEntity FacilityBarFamily FriendlyKioskNon SmokingPublic ToiletAccess With Assistance for the DisabledDisabled access available, contact operator for details",,https://www.instagram.com/adelaidefestival/,"KingWilliamStreet,Adelaide,Adelaide,SouthAustralia,5000",Symphony For Our World,https://southaustralia.com/products/adelaide/event/symphony-for-our-world,(08) 8216 4444,,8:30PM-10:30PM,https://www.adelaidefestival.com.au/events/national-geographic-symphony-for-our-world/
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/21/22/14/5c412b50cfc8c5af18dd45a9.jpeg?as=1&h=506&w=900&hash=C60F78323B400AA05C385CE3A4D6D4D1D6ED201F,02Mar2019-17Mar2019,Cult classic horror movie Evil Dead 2 reinterpreted through the songs of Elvis Presley. A genius mashup tribute to the ultimate in 80s terror...and to the King of Rock'n'Roll. Utterly hilarious and brilliantly executed - the smash hit of Edinburgh Fringe 2017 & 2018 is about to take Adelaide by storm.WINNER: Best Show Leicester Comedy Festival 2017 & Comedians Choice Awards Edinburgh Fringe 2017.NOMINEE: Best Newcomer Edinburgh Fringe 2017,ticketing@adelaidefringe.com.au,http://twitter.com/robotkemp,FeaturesAccess With Assistance for the DisabledSuitable for guests who depend on the use of a wheelchair in a seated position at all times.,,https://www.facebook.com/TheElvisDead/,"CnrHackneyandBotanicRd,,Adelaide,Adelaide,SouthAustralia,5000",Rob Kemp: The Elvis Dead,https://southaustralia.com/products/adelaide/event/rob-kemp-the-elvis-dead,(08) 8810 0200,From$20to$28,9:55PM-10:55PM,https://adelaidefringe.com.au/fringetix/rob-kemp-the-elvis-dead-af2019
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/11/01/22/14/5bda2e99ff45c3103cc6af7a.jpeg?as=1&h=506&w=900&hash=ED0D8D8A22A1B75730A08E7F7D62DA4C0D90CFE6,02Mar2019-09Mar2019,"On the banks of the Georges River, Radha and her son release the ashes of Radha’s mother, and now feel free to embrace their lives in Australia. Then a phone call from Colombo brings the past spinning back to life, plunging us into an epic story of love and political strife, home and exile, parents and children. An epic production featuring 16 actors from five countries, performing in five languages.",info@adelaidefestival.com.au,https://www.facebook.com/adelaidefestival/,"FeaturesAccess With Assistance for the DisabledDisabled access available, contact operator for details",,https://www.instagram.com/adelaidefestival/,"GoodwoodRoad,Wayville,Adelaide,SouthAustralia,5034",Counting And Cracking,https://southaustralia.com/products/adelaide/event/counting-and-cracking,(08) 8216 4444,From$45to$89PricesrangefromUnder30tostandard,7:00PM-10:10PM,https://secure2.bass.net.au/adelaidefestival/WebPages/Gateway/Custom.aspx?E=N&QL=S4052|VRID|G~/WEBPAGES/Event/Dates.aspx
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/11/01/22/10/5bda5507ee145fbc366735a8.jpeg?as=1&h=506&w=900&hash=2F54E62A1815EBC664534FC955E0DB88114852F6,02Mar2019-10Mar2019,"Everywhere this event has played, its protagonist has become the unlikely star of the festival. Unlikely, because it’s a large white blob. It’s an “experiential meditation on the boundaries between outside and in” and audiences respond to it in innumerable ways: for some it’s profound and intense, others can’t stop giggling for long after it’s over.",info@adelaidefestival.com.au,https://www.facebook.com/adelaidefestival/,"FeaturesAccess With Assistance for the DisabledDisabled access available, contact operator for details",,https://www.instagram.com/adelaidefestival/,"GoodwoodRd,Wayville,Adelaide,SouthAustralia",Blaas,https://southaustralia.com/products/adelaide/event/blaas,(08) 8216 4444,From$15to$49Pricesrangefromchildtoadult,2:00PM-3:10PM,https://secure2.bass.net.au/adelaidefestival/WebPages/Gateway/Custom.aspx?E=N&QL=S4129|VTEO|G~/WEBPAGES/Event/Dates.aspx
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/10/31/22/06/5bd8f8c1ee145fbc36673295.jpeg?as=1&h=506&w=900&hash=7247865B459FEEA59D5E8C20C387E1C25F9598ED,02Mar2019-07Mar2019,"Adelaide Writers’ Week is Australia’s largest free literary festival, offering both writers and readers a unique opportunity to spend time sharing ideas and literary explorations in a garden setting in Adelaide’s city centre. Each program brings the world's most celebrated established and emerging writers together for a week that delights, surprises and enlightens audiences.",info@adelaidefestival.com.au,https://www.facebook.com/adelaidewritersweek/,"FeaturesEntity FacilityCafeFamily FriendlyNon SmokingPublic ToiletShopAccess With Assistance for the DisabledSuitable for guests with a vision impairment. Attained by providing for guests with partial vision impairment or total loss of useable vision.Suitable for guests with a hearing impairment, from mild hearing loss to profoundly deaf.",,https://www.instagram.com/adelaidefestival/,"KingWilliamStreet,Adelaide,Adelaide,SouthAustralia,5000",Adelaide Writers'  Week 2019,https://southaustralia.com/products/adelaide/event/adelaide-writers--week-2019,(08) 8216 4444,,12:00AM-12:00AM,http://www.adelaidefestival.com.au/writers-week/
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/10/31/22/07/5bd7e9fe5c2158ec5e1f9871.jpeg?as=1&h=506&w=900&hash=AC4F76EDCEF30031C180B8BB72BEFA136671BED5,02Mar2019-17Mar2019,"An interactive display that allows visitors of all ages to explore the impact of climate change on natural ecologies.All ages eventPacific Cultures Gallery, South Australian MuseumSat 2 Mar – Sun 17 Mar10am-5pm dailyEntry: FREEAn immersive installation by Josephine Starrs and Leon Cmielewski that presents the land and oceans as spectacular living organisms and shows the impact of human intervention on fragile environments.People of all ages can play with large scale floor projections as they observe landscapes filmed from drones. With a focus on delicate environmental areas where climate change is observable in real time, the underlying fragility of Australian landscapes and waterways is revealed.Presented in association with Adelaide Festival.",marketing@samuseum.sa.gov.au,,FeaturesEntity FacilityCafeFamily FriendlyLockersNon SmokingParents RoomPublic ToiletShopAccreditationMuseums AustraliaMembershipMuseums AustraliaInternet Access PointFree Wifi,,,"NorthTerrace,Adelaide,Adelaide,SouthAustralia,5000",And The Earth Sighed By Josephine Starrs And Leon Cmielewski,https://southaustralia.com/products/adelaide/event/and-the-earth-sighed-by-josephine-starrs-and-leon-cmielewski,(08) 8207 7500,,10:00AM-5:00PM,http://www.samuseum.sa.gov.au/
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/05/23/17/48/56eb6d91404f98e514c3c6db.jpeg?as=1&h=506&w=900&hash=BEF595D90D20CAB4468104FE7605E9F2670259BF,03Mar2019,"The Mannum Agricultural Show is the best ""little"" country show, held on the first Saturday in March each year.In 2019 this family fun event will be celebrating its 96th year.We strive to provide a wide range of entertainment to suit all ages, with all the traditional Agricultural Show sections including: Rural Ambassador, Show Persons, sheep shearing, sheaf tossing, cattle, goats, poultry, horses, food and music.There will be stalls, cookery, scones, fruit cake, crafts, needlework, knitting and crocheting, flowers, art, photos, pets, produce, fruit and vegetables, ute muster, Green and Gold trail and carp throwing.Supported by the local community.",admin@mannumshow.org,,"FeaturesEntity FacilityBarCafeCarparkFamily FriendlyKioskPet Friendly - EnquireAccess With Assistance for the DisabledSuitable for guests with sufficient mobility to climb two or three steps, but would benefit from fixtures and fittings to aid balance.Suitable for guests who depend on the use of a wheelchair in a seated position at all times.Suitable for guests with a hearing impairment, from mild hearing loss to profoundly deaf.Disabled access available, contact operator for details",,https://www.facebook.com/Mannum-Show-168490566512153/,"NorthTerrace,Complex,Mannum,Murraylands,SouthAustralia,5238",Mannum Agricultural Show,https://southaustralia.com/products/murraylands/event/mannum-agricultural-show,0419 828 339,From$2to$20,9:30AM-4:00PM,http://www.mannumshow.org
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/11/01/22/29/5bda5630ee145fbc366735b2.jpeg?as=1&h=506&w=900&hash=810E4B3AC04DADD2ED811E085605A2B6245B76F7,02Mar2019-03Mar2019,"2018 just got a whole lot better! With their critically acclaimed new studio album, I Like Fun, Brooklyn’s legendary alt-rockers They Might Be Giants are back and on the road with a brand new two-set “Evening With” show. Playing with an expanded line-up of musicians, the show includes all-time favorites, fresh rarities spanning their epic career, and spur-of-the-moment improvisations that will delight even their exhausted road crew. To be direct: this show is not to be missed.",info@adelaidefestival.com.au,https://www.facebook.com/adelaidefestival/,Features,,https://www.instagram.com/adelaidefestival/,"KingWilliamRoad,NorthAdelaide,Adelaide,SouthAustralia,5006",They Might Be Giants,https://southaustralia.com/products/adelaide/event/they-might-be-giants,(08) 8216 4444,From$69to$69,9:30AM-3:30PM,https://secure2.bass.net.au/adelaidefestival/WebPages/Gateway/Custom.aspx?E=N&QL=S4081|P32854|BGA|VRBP|G~/WEBPAGES/Event/Prices.aspx
